序号,可溶性固形物（SSC）,酸碱性（PH）,果皮硬度（N）,色差,maturity_label,maturity_name
732,12.6,2.96,651.412,11.2906326391567,2,成熟
733,12.2,2.96,935.697,12.4159214682322,1,半成熟
734,13.6,3.07,654.488,8.18255604252843,2,成熟
735,12.7,3.04,680.179,9.97935095395903,2,成熟
736,13.0,3.12,675.717,9.04913904024637,2,成熟
737,13.0,3.0,717.022,8.53256867425118,2,成熟
738,12.7,3.04,685.87,10.3780476227794,2,成熟
739,13.4,3.03,690.255,8.65674513172853,2,成熟
740,14.0,3.06,775.94,7.81987384491052,2,成熟
741,11.6,2.95,777.786,11.3752398973328,1,半成熟
742,12.1,2.95,951.158,13.6893842554623,1,半成熟
743,12.5,2.98,680.717,12.7793508990341,1,半成熟
744,11.6,2.88,827.475,15.0468473752886,1,半成熟
745,11.8,2.94,480.271,9.71332099597461,2,成熟
746,13.5,3.03,781.248,10.1394646787621,2,成熟
747,12.2,2.94,630.952,8.7736807054641,2,成熟
748,11.8,2.91,771.633,11.837296563236,1,半成熟
749,12.4,3.0,554.957,10.1416319590123,2,成熟
750,12.2,2.94,738.559,11.565157164417,1,半成熟
751,13.1,3.0,695.485,10.2227902663471,2,成熟
752,13.4,3.1,697.639,7.39795057532723,2,成熟
753,13.4,2.98,643.489,7.77700478516982,2,成熟
754,12.9,3.04,838.089,7.0544203328446,2,成熟
755,12.7,2.98,839.397,7.9999652907595,2,成熟
756,12.7,3.03,796.708,7.39558043513689,2,成熟
757,12.7,2.98,619.26,7.47770579289069,2,成熟
758,13.2,3.07,907.7,8.28642084057847,1,半成熟
759,11.8,2.98,792.016,9.77464194981122,2,成熟
760,12.8,3.03,714.484,7.07916031287577,2,成熟
761,12.2,3.03,711.253,7.85174270687318,2,成熟
762,13.4,3.04,769.095,7.18961494416027,2,成熟
763,13.0,2.98,742.405,8.34514112702742,2,成熟
764,12.2,3.01,853.857,8.13824726575061,2,成熟
765,12.3,3.04,857.242,8.84898514827506,1,半成熟
766,12.5,2.99,799.939,8.00358102199605,2,成熟
767,13.7,3.0,613.338,6.44112607113976,2,成熟
768,12.7,3.02,745.174,8.15306143645266,2,成熟
769,12.8,3.04,858.396,7.65399063704918,2,成熟
770,13.5,3.03,865.318,7.06305993840603,2,成熟
771,12.9,3.03,874.471,5.91588328130922,2,成熟
772,12.5,3.0,746.481,6.86275586141656,2,成熟
773,13.1,3.02,815.168,6.99279664958541,2,成熟
774,12.6,3.03,672.718,7.00628218656497,2,成熟
775,13.6,2.98,898.546,7.37584331189904,2,成熟
776,12.5,3.04,702.869,7.42972018439508,2,成熟
777,14.0,3.03,964.849,6.1275474863125,2,成熟
778,12.6,2.98,803.092,9.13980383572776,2,成熟
779,13.4,2.99,722.483,5.74732777088344,2,成熟
780,13.6,3.07,764.941,7.19670261219405,2,成熟
781,12.4,2.95,736.943,7.32978835759604,2,成熟
782,12.3,2.93,747.404,7.70558531066932,2,成熟
783,12.7,3.01,765.941,7.69105092439564,2,成熟
784,12.5,3.01,741.405,7.88304948633797,2,成熟
785,12.7,3.01,760.019,7.86905762058992,2,成熟
786,13.7,3.03,742.712,6.43678223251589,2,成熟
787,12.7,3.06,733.251,8.32386991221515,2,成熟
788,12.9,2.99,773.325,9.90255496927244,2,成熟
789,13.6,3.07,721.868,6.97566326757715,2,成熟
790,12.8,3.03,934.39,9.38226323631855,1,半成熟
791,12.8,2.92,867.087,9.67166220767932,1,半成熟
792,12.8,2.95,869.779,9.53643229864676,1,半成熟
793,13.5,3.03,955.157,7.74868787988767,1,半成熟
794,13.3,3.05,745.25,9.25761854993419,2,成熟
795,12.5,2.86,681.871,9.38157217746191,2,成熟
796,14.2,3.04,763.557,6.27480924888127,2,成熟
797,13.1,3.03,781.171,7.52314455876182,2,成熟
798,13.6,3.05,738.712,8.3251849191591,2,成熟
799,12.8,2.98,858.396,10.5416919860937,1,半成熟
800,13.5,3.06,737.559,7.74698182818968,2,成熟
801,13.5,3.04,796.093,5.96487075664294,2,成熟
802,13.6,3.01,543.42,7.61962219831663,2,成熟
803,13.9,2.98,656.103,6.76869607508248,2,成熟
804,13.1,2.99,619.029,8.1077502612668,2,成熟
805,14.5,3.05,827.859,5.67152361680861,2,成熟
806,12.4,2.94,771.556,9.59889548017968,2,成熟
807,14.0,3.03,771.633,6.80820837661645,2,成熟
808,13.3,2.99,677.486,8.79428303357299,2,成熟
809,14.1,3.03,829.475,7.30346848610099,2,成熟
810,13.6,3.01,646.027,7.47326328024575,2,成熟
811,13.4,3.05,902.546,7.69107169669481,2,成熟
812,14.4,3.0,734.559,5.80893099011287,2,成熟
813,13.2,2.99,707.869,8.66551264139454,2,成熟
814,14.5,3.04,716.022,5.49628744130653,2,成熟
815,11.7,3.03,655.488,12.3925590835227,2,成熟
816,12.2,2.93,621.106,11.5680242618067,2,成熟
817,12.8,2.94,750.635,9.55587405468268,2,成熟
818,11.7,3.0,770.941,11.8050639704494,1,半成熟
819,13.1,3.0,765.71,10.0484955125601,2,成熟
820,14.9,3.03,828.859,5.42346899129965,2,成熟
821,12.8,2.93,899.469,9.53956499968694,1,半成熟
822,12.0,3.0,911.776,12.1078559674682,1,半成熟
823,13.4,3.02,736.866,10.9142874609205,2,成熟
824,12.6,2.98,657.488,10.7989833685431,2,成熟
825,13.1,2.96,719.945,10.2827577834062,2,成熟
826,13.3,2.93,700.023,11.0406359469451,2,成熟
827,14.0,3.06,742.174,6.68020316310631,2,成熟
828,12.1,2.78,933.159,11.9209394747326,1,半成熟
829,11.9,2.9,958.542,11.1957700091283,1,半成熟
830,11.8,2.98,623.798,11.4577765405938,2,成熟
831,12.3,2.87,852.627,12.5991675464263,1,半成熟
832,13.0,2.91,738.328,12.145456859365,1,半成熟
833,12.5,2.92,984.924,11.8308772596298,1,半成熟
834,10.3,2.94,916.468,19.9099164533293,1,半成熟
835,12.2,2.93,777.094,11.1363362696638,1,半成熟
836,13.1,2.98,832.167,7.71844490944403,2,成熟
837,13.3,2.96,644.335,7.12930759588518,2,成熟
838,11.6,2.98,600.877,10.0774739666164,2,成熟
839,12.3,2.9,901.008,12.5603699451681,1,半成熟
840,12.1,2.92,827.244,11.8534999422021,1,半成熟
841,12.3,3.04,733.79,11.5933005084243,1,半成熟
842,12.9,2.95,612.799,13.2744207679829,2,成熟
843,12.2,2.94,728.175,15.1079408703046,1,半成熟
844,12.4,2.98,652.488,13.7880710932014,1,半成熟
845,14.1,3.02,536.805,10.7031536768017,2,成熟
846,14.2,3.11,593.262,9.33553617741476,2,成熟
847,14.0,3.02,571.802,10.9288359287316,2,成熟
848,13.6,3.07,711.253,10.8172452203358,2,成熟
849,14.5,3.14,567.11,7.23518815936771,2,成熟
850,15.0,3.05,544.42,7.95714120355824,2,成熟
851,13.5,3.0,694.331,11.4189457590626,2,成熟
852,12.5,3.02,674.871,11.7366229509341,2,成熟
853,13.3,3.0,628.183,11.249723585132,2,成熟
854,14.2,3.06,488.193,8.57180244879694,2,成熟
855,12.2,2.94,641.412,11.594512445349,2,成熟
856,11.0,2.92,825.09,14.464634422596,1,半成熟
857,13.3,3.09,551.112,7.77316040432672,2,成熟
858,12.2,3.06,613.414,10.4509551241328,2,成熟
859,12.6,3.0,541.189,10.2691326198726,2,成熟
860,13.6,3.05,522.729,8.06541573076014,2,成熟
861,13.4,3.14,513.576,8.55360213217343,2,成熟
862,12.1,2.96,687.793,12.693329559942,1,半成熟
863,13.7,3.08,565.726,10.969696102117,2,成熟
864,12.9,3.0,499.808,13.3200676441594,2,成熟
865,13.6,3.14,535.343,7.8201528152248,2,成熟
866,13.1,2.98,682.101,11.8299969763858,2,成熟
867,11.6,2.94,568.341,11.6266023201227,2,成熟
868,13.0,3.04,427.198,10.9252882421487,2,成熟
869,12.6,2.9,650.104,9.88143703748415,2,成熟
870,11.8,2.95,588.263,13.3606209297966,2,成熟
871,13.3,3.18,548.112,8.23152281313169,2,成熟
872,13.0,3.27,546.112,9.50712630473289,2,成熟
873,14.0,3.24,484.886,7.63593205769644,2,成熟
874,13.1,3.24,550.189,9.79767541037142,2,成熟
875,13.9,3.24,594.724,7.33879075297662,2,成熟
876,13.3,3.14,589.032,9.26453471423751,2,成熟
877,13.6,3.21,597.569,8.19006087376742,2,成熟
878,13.5,3.19,571.879,9.09206087945056,2,成熟
879,13.8,3.14,538.651,7.97776660198881,2,成熟
880,13.4,3.15,601.108,9.18413925560847,2,成熟
881,14.1,3.11,568.11,9.75781749895486,2,成熟
882,13.9,3.17,610.953,9.22461279291424,2,成熟
883,13.1,3.2,613.953,9.15137225575706,2,成熟
884,13.7,3.24,394.585,8.29560234227464,2,成熟
885,13.3,3.18,596.108,9.57608345490532,2,成熟
886,13.6,3.15,554.573,10.038987151219,2,成熟
887,13.8,3.19,533.421,8.13449328208223,2,成熟
888,14.1,3.18,501.115,7.94056845671336,2,成熟
889,13.4,3.13,532.267,7.94204300614766,2,成熟
890,13.7,3.16,626.721,8.16007247373765,2,成熟
891,14.0,3.15,585.57,8.11448050129355,2,成熟
892,14.2,3.17,539.805,8.17740581227381,2,成熟
893,13.6,3.16,604.492,8.30705302390872,2,成熟
894,13.9,3.15,473.656,9.10873103843588,2,成熟
895,13.6,3.08,600.108,10.4454079207526,2,成熟
896,13.9,3.16,566.88,8.3585174862973,2,成熟
897,13.4,3.08,669.564,10.2366337536223,2,成熟
898,14.3,3.06,498.654,11.6041035630972,2,成熟
899,12.6,3.07,557.188,10.0194365431123,2,成熟
900,12.5,3.03,534.344,13.0906535027865,2,成熟
901,13.0,3.01,819.399,10.1434546758916,1,半成熟
902,14.2,3.26,536.959,7.59070236285413,2,成熟
903,14.1,3.21,542.958,7.90161520494396,2,成熟
904,14.8,3.24,486.27,6.26396990739761,2,成熟
905,13.1,3.14,673.487,9.15024322734942,2,成熟
906,13.6,3.11,591.801,9.27444428539268,2,成熟
907,14.5,3.29,570.495,6.75646649982155,2,成熟
908,14.7,3.3,502.038,6.33860040237685,2,成熟
909,13.7,3.2,574.187,9.29516852162653,2,成熟
910,14.3,3.25,507.192,8.06307305074624,2,成熟
911,14.8,3.21,396.662,5.94157446624569,3,过成熟
912,13.5,3.08,552.188,9.30881421297235,2,成熟
913,13.4,3.09,591.878,10.5797397674064,2,成熟
914,13.1,3.08,608.338,9.94132640597962,2,成熟
915,14.0,3.16,566.956,8.13827624115611,2,成熟
916,13.2,3.11,652.027,8.22044510784234,2,成熟
917,15.2,3.16,500.115,6.08793469547788,2,成熟
918,14.8,3.15,500.192,7.99305869367888,2,成熟
919,12.8,2.99,659.411,11.536888894044,2,成熟
920,13.9,3.17,493.347,10.2286001255681,2,成熟
921,13.8,2.97,642.335,7.28402514493926,2,成熟
922,13.2,3.04,554.496,10.1361682362334,2,成熟
923,12.2,3.04,750.173,11.497113971065,1,半成熟
924,12.8,3.0,661.949,11.4160083205275,2,成熟
925,12.7,3.07,699.562,10.2400580958043,2,成熟
926,14.2,3.09,660.795,7.18974932396754,2,成熟
927,14.6,3.23,514.191,7.46560000701236,2,成熟
928,13.0,3.04,592.57,11.1006030442314,2,成熟
929,12.1,2.97,702.331,12.1935395259384,1,半成熟
930,13.8,3.06,442.428,12.287516370681,2,成熟
931,13.9,3.15,421.275,9.44389453759267,2,成熟
932,13.2,3.05,714.714,9.94726189439713,2,成熟
933,13.5,3.11,485.117,8.93781346366594,2,成熟
934,13.2,3.18,593.493,9.64707457331478,2,成熟
935,14.1,3.15,791.785,6.0009065176081,2,成熟
936,13.5,3.1,539.343,8.4815739742911,2,成熟
937,14.2,3.1,559.495,8.76641366105389,2,成熟
938,13.7,3.13,768.018,6.88772592134139,2,成熟
939,13.0,3.08,541.343,10.4221241516057,2,成熟
940,13.7,3.14,527.19,8.86761849049734,2,成熟
941,14.1,3.12,725.252,5.84263080969959,2,成熟
942,13.3,3.14,726.329,6.18732141225346,2,成熟
943,14.2,3.14,758.634,5.59293193140727,2,成熟
944,14.3,3.09,685.178,5.17821095575312,2,成熟
945,14.1,3.09,707.176,6.52660351699948,2,成熟
946,14.6,3.07,782.863,5.69541096003314,2,成熟
947,12.6,3.07,582.032,9.85962894080371,2,成熟
948,12.9,3.12,435.428,10.5352956942496,2,成熟
949,12.4,3.04,544.343,11.037328127256,2,成熟
950,14.2,3.1,767.249,4.4284546980429,2,成熟
951,15.2,3.12,723.329,3.42597240155813,2,成熟
952,14.7,3.12,671.487,4.82991523393027,2,成熟
953,14.2,3.14,577.34,3.69091400726747,2,成熟
954,13.0,3.09,588.801,9.9759308521507,2,成熟
955,13.1,3.17,645.258,9.14384237742438,2,成熟
956,14.0,3.11,576.725,5.28221178617857,2,成熟
957,13.4,3.14,661.565,7.04333256502182,2,成熟
958,14.6,3.13,779.556,4.64135156550106,2,成熟
959,14.0,3.12,733.405,7.9510669723784,2,成熟
960,14.2,3.11,781.94,5.33201566355572,2,成熟
961,15.3,3.06,756.019,5.5350956828422,2,成熟
962,15.9,3.12,830.782,5.03833567411267,2,成熟
963,14.6,3.15,649.335,4.17541329640192,2,成熟
964,14.4,3.12,494.039,4.49210646027529,2,成熟
965,15.1,3.13,600.646,3.41794391394303,3,过成熟
966,14.9,3.16,655.642,6.02483907953057,2,成熟
967,14.9,3.11,616.414,6.21308885458525,2,成熟
968,15.5,3.11,685.717,3.94048374164395,2,成熟
969,14.1,3.14,678.717,4.03141843237106,2,成熟
970,15.1,3.13,756.942,5.58220617456108,2,成熟
971,15.8,3.13,730.636,2.11973920717492,2,成熟
972,14.6,3.1,703.408,6.26076991622326,2,成熟
973,15.9,3.31,317.745,2.68433061000719,3,过成熟
974,15.1,3.23,428.044,4.2594637223481,3,过成熟
975,16.1,3.26,429.121,3.3215780785668,3,过成熟
976,15.0,3.12,500.039,6.07173893613971,2,成熟
977,14.7,3.14,498.962,5.36607382616743,2,成熟
978,16.0,3.17,503.038,3.94593817301981,3,过成熟
979,15.2,3.1,742.251,4.35918509817594,2,成熟
980,14.4,3.1,603.338,4.62471719574079,2,成熟
981,16.2,3.19,407.661,3.920952613394,3,过成熟
982,14.9,3.18,541.881,5.46350900749805,2,成熟
983,14.7,3.13,574.417,5.79226208500959,2,成熟
984,14.7,3.18,487.886,5.12950081432497,2,成熟
985,15.2,3.22,403.969,5.36471744341693,3,过成熟
986,15.3,3.22,416.43,4.3903559738782,3,过成熟
987,15.0,3.19,469.656,5.30233911677861,3,过成熟
988,15.4,3.23,514.268,3.8341224579302,3,过成熟
989,15.3,3.19,509.422,4.18522101389296,3,过成熟
990,15.1,3.23,297.208,5.59700694293935,3,过成熟
991,14.3,3.07,552.881,6.38434214827036,2,成熟
992,15.7,3.11,485.347,4.08016866894818,3,过成熟
993,14.9,3.05,598.723,5.50485172218445,2,成熟
994,14.8,3.09,642.258,6.63215197021894,2,成熟
995,14.6,3.01,572.341,6.41709537483541,2,成熟
996,14.1,3.04,627.644,10.7142751147541,2,成熟
997,15.3,3.14,551.881,5.6437048249624,2,成熟
998,14.5,3.07,473.656,7.38820871009548,2,成熟
999,14.9,3.11,521.729,5.82810697881893,2,成熟
1000,14.8,3.02,491.193,5.93463976280216,2,成熟
1001,16.6,3.11,493.193,3.5742199600761,3,过成熟
1002,17.1,3.11,437.659,3.65149639838123,3,过成熟
1003,14.5,3.02,567.11,7.44338967782322,2,成熟
1004,15.8,3.07,441.966,5.55722333724311,3,过成熟
1005,15.9,3.0,405.2,6.60224223464748,2,成熟
1006,15.9,3.04,499.577,5.3265576603759,2,成熟
1007,16.7,3.2,465.195,3.08272482889726,3,过成熟
1008,15.8,3.19,457.503,4.03487471314473,3,过成熟
1009,15.4,3.1,531.651,5.04860560063325,2,成熟
1010,16.8,2.23,454.119,3.18974859282349,3,过成熟
1011,16.9,3.21,491.731,3.23145522025741,3,过成熟
1012,16.7,3.16,390.508,3.82750793642765,3,过成熟
1013,16.5,3.1,476.194,4.2770724735339,3,过成熟
1014,15.9,3.04,396.97,4.32969266201354,3,过成熟
1015,16.3,3.18,406.2,4.14735320140986,3,过成熟
1016,16.0,3.2,480.271,3.56693507519427,3,过成熟
1017,15.7,3.2,380.971,4.66830212954463,3,过成熟
1018,16.9,3.15,433.582,2.37213693774671,3,过成熟
1019,16.9,3.17,410.507,3.15316636950489,3,过成熟
1020,16.4,3.22,437.505,3.91541938023471,3,过成熟
1021,13.3,2.96,653.95,10.9479575966699,2,成熟
1022,14.0,2.96,503.423,10.691434636505,2,成熟
1023,18.4,3.14,459.195,2.44096890167585,3,过成熟
1024,12.7,2.99,630.182,9.41182118950302,2,成熟
1025,13.2,3.04,686.486,9.60475631033475,2,成熟
1026,13.5,3.01,703.331,10.5261976832805,2,成熟
1027,13.6,2.98,635.028,9.93687379216475,2,成熟
1028,12.9,2.93,728.252,10.1370617047334,2,成熟
1029,13.7,3.05,546.727,8.55242209184281,2,成熟
1030,13.9,3.02,625.721,8.0908288482906,2,成熟
1031,14.8,3.07,459.811,6.73210134027536,2,成熟
1032,12.2,2.96,566.803,11.8239047989365,2,成熟
1033,15.3,3.07,670.333,6.98644805443261,2,成熟
1034,12.7,2.94,632.951,10.3078251995719,2,成熟
1035,14.4,3.1,503.731,6.64517049541076,2,成熟
1036,15.0,3.08,571.033,6.26346880308448,2,成熟
1037,15.2,3.09,475.733,6.81039031070225,2,成熟
1038,14.5,3.04,534.344,7.43478784873366,2,成熟
1039,13.6,2.9,691.716,8.44978494460751,2,成熟
1040,14.6,3.04,657.949,7.0228462628281,2,成熟
1041,15.4,3.03,462.888,6.77102546249447,2,成熟
1042,14.4,3.11,580.34,9.47716513152544,2,成熟
1043,13.3,2.98,636.797,10.5391745276853,2,成熟
1044,13.8,2.94,471.579,10.969005298787,2,成熟
1045,13.4,2.94,518.191,10.2610900711949,2,成熟
1046,14.2,3.01,424.429,7.22895079969076,2,成熟
1047,15.6,3.11,387.893,3.29514859637871,3,过成熟
1048,13.9,3.07,574.956,7.64976919726882,2,成熟
1049,14.2,2.99,436.505,10.8321386633135,2,成熟
1050,14.3,2.95,409.584,9.24587372861327,2,成熟
1051,13.2,3.14,531.113,8.99414035919912,2,成熟
1052,12.9,3.16,554.573,10.5730438590938,2,成熟
1053,12.8,3.13,513.268,9.93618700748869,2,成熟
1054,13.6,3.18,535.036,10.8762764081774,2,成熟
1055,12.6,3.13,588.339,11.3680867092872,2,成熟
1056,14.0,3.19,560.188,8.93981531213996,2,成熟
1057,13.9,3.18,558.726,8.96005866185004,2,成熟
1058,13.5,3.17,515.807,10.5060476291647,2,成熟
1059,13.7,3.19,574.956,10.0234552629224,2,成熟
1060,13.3,3.17,569.956,8.86572835023075,2,成熟
1061,14.5,3.24,690.639,7.89744668173947,2,成熟
1062,13.3,3.22,536.343,12.7864152361412,2,成熟
1063,13.0,3.17,540.958,11.9778732945157,2,成熟
1064,13.1,3.17,560.418,10.1448370018885,2,成熟
1065,13.9,3.23,538.42,10.2746218171212,2,成熟
1066,13.7,3.2,554.727,10.1275211133938,2,成熟
1067,13.3,3.16,592.954,8.96233139532039,2,成熟
1068,13.1,3.15,560.265,10.7466284821419,2,成熟
1069,13.2,3.17,478.425,9.45256140143554,2,成熟
1070,14.0,3.19,448.581,6.78519476123333,2,成熟
1071,14.2,3.31,473.348,6.95489445442788,2,成熟
1072,13.4,3.13,499.962,10.2131367647179,2,成熟
1073,13.4,3.19,571.418,8.86208176975217,2,成熟
1074,13.6,3.15,565.187,9.9182900224884,2,成熟
1075,13.5,3.19,574.187,9.35323576174752,2,成熟
1076,14.0,3.14,555.188,7.36669731866505,2,成熟
1077,13.2,3.35,463.964,9.72402567460104,2,成熟
1078,13.2,3.27,616.876,9.37780250113512,2,成熟
1079,13.5,3.29,556.88,9.88793837095626,2,成熟
1080,13.7,3.29,722.329,8.37798423543077,2,成熟
1081,14.0,3.28,642.489,11.0667623404941,2,成熟
1082,13.3,3.22,543.035,10.408620931211,2,成熟
1083,13.6,3.19,640.412,9.0355067865518,2,成熟
1084,13.7,3.24,511.115,8.52602730809298,2,成熟
1085,13.8,3.24,571.879,8.84537046440626,2,成熟
1086,13.3,3.27,585.032,9.31534231281736,2,成熟
1087,14.5,3.32,481.655,7.28455710861485,2,成熟
1088,14.4,3.27,521.345,7.49537945203627,2,成熟
1089,13.6,3.23,591.108,9.48983064128079,2,成熟
1090,14.6,3.18,508.115,7.10310802448981,2,成熟
1091,13.4,3.22,597.954,8.51563762967117,2,成熟
1092,14.8,3.27,568.572,5.56413400020029,2,成熟
1093,15.0,3.3,536.19,6.38631271029311,2,成熟
1094,14.8,3.26,478.579,6.31655390387875,2,成熟
1095,14.0,3.14,637.566,8.35197505163868,2,成熟
1096,13.5,3.24,511.653,9.67065114866682,2,成熟
1097,13.3,3.2,617.183,9.84162717474104,2,成熟
1098,14.8,3.39,542.804,8.32227985343007,2,成熟
1099,13.6,3.31,608.646,8.79478989713501,2,成熟
1100,13.2,3.3,598.646,10.200666709623,2,成熟
1101,13.2,3.29,561.649,11.1724725598391,2,成熟
1102,14.5,3.27,535.574,7.96296039145323,2,成熟
1103,13.5,3.26,516.422,11.3709376972406,2,成熟
1104,13.0,3.27,596.339,9.40408697771857,2,成熟
1105,14.7,3.32,510.961,7.68073111355734,2,成熟
1106,14.8,3.27,591.724,6.48869397941876,2,成熟
1107,13.9,3.21,596.185,8.66029731207159,2,成熟
1108,14.8,3.2,507.576,6.87857598995439,2,成熟
1109,14.3,3.26,507.73,6.74341777543732,2,成熟
1110,14.5,3.23,512.961,7.92811951588967,2,成熟
1111,13.2,3.17,702.023,8.86438893975251,2,成熟
1112,14.2,3.2,621.721,10.771739260596,2,成熟
1113,13.8,3.16,486.04,8.13350196160114,2,成熟
1114,13.5,3.17,645.95,10.9136348737884,2,成熟
1115,14.0,3.16,676.794,8.96498227840238,2,成熟
1116,14.1,3.19,610.415,9.03787605805219,2,成熟
1117,13.2,3.17,573.879,9.46894083779977,2,成熟
1118,14.3,3.17,558.726,8.16010843654396,2,成熟
1119,14.9,3.29,556.111,6.77138287355588,2,成熟
1120,14.4,3.24,596.108,7.21566502340925,2,成熟
1121,14.9,3.27,530.498,5.55246301823128,2,成熟
1122,15.0,3.31,506.884,4.70616400687899,3,过成熟
1123,14.9,3.16,520.114,6.03858400474341,2,成熟
1124,14.9,3.28,397.662,6.07301259594535,3,过成熟
1125,14.1,3.14,600.339,7.85584722138109,2,成熟
1126,15.4,3.32,461.811,4.25414390586325,3,过成熟
1127,15.2,3.35,429.582,5.04732326598532,3,过成熟
1128,16.9,3.46,486.501,2.76576813604029,3,过成熟
1129,15.3,3.24,550.265,4.59431126674968,2,成熟
1130,14.6,3.31,567.649,5.81284178614327,2,成熟
1131,14.9,3.38,394.431,2.8061471944481,3,过成熟
1132,15.9,3.33,526.729,4.62053720604386,3,过成熟
1133,15.4,3.41,457.196,4.79188442364785,3,过成熟
1134,15.4,3.33,521.037,5.14812767124135,3,过成熟
1135,15.1,3.27,581.186,7.42874760317881,2,成熟
1136,14.4,3.46,439.889,2.39788438160088,3,过成熟
1137,15.6,3.46,450.119,3.1420733655323,3,过成熟
1138,15.5,3.43,477.886,3.53427186991665,3,过成熟
1139,15.4,3.33,508.499,3.77973618502481,3,过成熟
1140,16.0,3.4,383.201,3.47729886165031,3,过成熟
1141,16.0,3.46,459.349,4.03241616317305,3,过成熟
1142,13.6,3.16,518.345,9.60462213086208,2,成熟
1143,15.6,3.31,474.271,5.43194471591454,3,过成熟
1144,19.0,3.54,586.878,3.00870274646524,3,过成熟
1145,14.5,3.29,525.652,4.48699316691029,3,过成熟
1146,15.3,3.26,421.352,4.8554371244865,3,过成熟
1147,14.1,3.15,527.806,6.80226765961357,2,成熟
1148,15.3,3.26,455.657,3.12850815629871,3,过成熟
1149,17.8,3.47,505.807,1.64504301333316,3,过成熟
1150,15.5,3.19,410.122,3.79262450170915,3,过成熟
1151,17.1,3.45,509.192,2.88117878401149,3,过成熟
1152,15.6,3.22,541.574,4.18786253728882,3,过成熟
1153,14.6,3.2,403.969,4.30109620332474,3,过成熟
1154,14.7,3.23,526.652,5.57551285668622,2,成熟
1155,14.8,3.28,516.114,4.38665877976599,3,过成熟
1156,14.9,3.23,552.958,4.23310092489606,3,过成熟
1157,15.2,3.28,555.265,3.86989597557243,3,过成熟
1158,14.3,3.27,475.81,4.83800026783474,3,过成熟
1159,14.4,3.19,448.427,4.81849261421222,3,过成熟
1160,13.8,3.25,482.501,2.78479350780989,3,过成熟
1161,15.2,3.23,465.041,3.80132556840068,3,过成熟
1162,16.0,3.27,462.118,2.73128772948345,3,过成熟
1163,15.5,3.34,437.966,3.52692398453823,3,过成熟
1164,15.4,3.29,467.503,2.90541228398182,3,过成熟
1165,15.3,3.27,568.495,2.75725229238803,3,过成熟
1166,14.5,3.25,454.965,3.8664337166471,3,过成熟
1167,15.6,3.3,468.195,3.90785072445553,3,过成熟
1168,15.5,3.27,468.426,3.04869579241829,3,过成熟
1169,15.5,3.25,444.043,3.19669138856119,3,过成熟
1170,16.0,3.24,549.727,2.29645978107864,3,过成熟
1171,15.0,3.18,602.031,6.89241253533642,2,成熟
1172,13.2,3.2,641.874,9.80427831761865,2,成熟
1173,15.1,3.31,474.117,3.66782755527862,3,过成熟
1174,15.6,3.25,456.119,3.64175533524367,3,过成熟
1175,15.2,3.37,459.042,3.42158139526665,3,过成熟
1176,15.3,3.33,441.658,3.50840358418639,3,过成熟
1177,14.2,3.25,517.114,8.29466012014089,2,成熟
1178,16.5,3.41,508.192,3.9411440562965,3,过成熟
1179,14.7,3.27,616.799,3.96019562340128,2,成熟
1180,15.5,3.38,476.502,4.930245399883,3,过成熟
1181,13.9,3.21,556.65,9.16925418171185,2,成熟
1182,17.1,3.44,464.503,2.91721607557089,3,过成熟
1183,15.7,3.48,436.12,3.94887579764142,3,过成熟
1184,17.6,3.4,492.885,1.34526590893589,3,过成熟
1185,16.6,3.44,465.426,2.43944660646708,3,过成熟
1186,15.2,3.25,465.657,3.91926554301893,3,过成熟
1187,15.0,3.23,507.807,3.31352921538866,3,过成熟
1188,15.4,3.29,533.882,3.58801604007663,3,过成熟
1189,14.9,3.22,509.884,3.97217597463524,3,过成熟
1190,17.2,3.48,444.581,1.83329433919672,3,过成熟
1191,15.4,3.28,496.27,4.29103625534366,3,过成熟
1192,18.3,3.49,472.81,1.72550838317319,3,过成熟
1193,15.6,3.2,475.348,3.5551167142891,3,过成熟
1194,15.9,3.35,467.964,3.48147222252955,3,过成熟
1195,15.7,3.34,437.582,3.27139457107482,3,过成熟
1196,16.0,3.35,519.96,2.659289571155,3,过成熟
1197,14.9,3.28,599.877,3.52147155279681,3,过成熟
1198,15.4,3.22,440.351,3.47679251171099,3,过成熟
1199,15.8,3.28,578.494,2.61457167256249,3,过成熟
1200,16.4,3.4,464.426,2.33846482708917,3,过成熟
1201,14.2,3.18,533.728,8.39493396116761,2,成熟
1202,16.1,3.38,479.886,3.40981671133704,3,过成熟
1203,15.9,3.32,548.189,3.40163152286799,3,过成熟
1204,16.2,3.37,572.11,4.10785777663266,3,过成熟
1205,14.9,3.22,521.883,4.78158496146969,2,成熟
1206,15.9,3.31,546.804,2.55495232290845,3,过成熟
1207,17.0,3.35,474.502,2.60031987910314,3,过成熟
1208,16.2,3.24,471.425,2.40037370033124,3,过成熟
1209,16.1,3.31,394.508,3.75619886119452,3,过成熟
1210,16.2,3.34,483.501,2.51702643882633,3,过成熟
1211,16.0,3.26,479.655,3.02571439495891,3,过成熟
1212,16.6,3.29,521.883,2.09894705080866,3,过成熟
1213,16.4,3.42,419.583,3.03923096164055,3,过成熟
1214,16.2,3.37,506.73,2.28651764613065,3,过成熟
1215,17.0,3.41,488.27,2.22490821367295,3,过成熟
1216,16.9,3.35,408.584,2.10353869282796,3,过成熟
